HS,HS Code,Break-Bulk,Group,Cargo Grouop,Cargo,Keywords,Exception,Note,Title,Description,Count,Tons
72,7227,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,"Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel:","Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel:",1,60487
72,7226,Break-Bulk,Steel & Metals,Finished Products,Flat Rolled Products,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of other alloy steel, of a width of less than 600 mm:","Flat-rolled products of other alloy steel, of a width of less than 600 mm:",1,1795165
72,7225,Break-Bulk,Steel & Metals,Finished Products,Flat Rolled Products,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of other alloy steel, of a width of 600 mm or more:","Flat-rolled products of other alloy steel, of a width of 600 mm or more:",1,699776
72,7224,Break-Bulk,Steel & Metals,Semi-Finished,"Slabs, Billets","Slabs, Billets",,,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel:,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel:,7,77013
72,7223,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,Wire of stainless steel,Wire of stainless steel,5,2727
72,7222,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel:","Other bars and rods of stainless steel; angles, shapes and sections of stainless steel:",1,470380
72,7221,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel","Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel",2,741235
72,7220,Break-Bulk,Steel & Metals,Finished Products,Flat Rolled Products,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of stainless steel, of a width of less than 600 mm:","Flat-rolled products of stainless steel, of a width of less than 600 mm:",1,40845
72,7219,Break-Bulk,Steel & Metals,Finished Products,Flat Rolled Products,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of stainless steel, of a width of 600 mm or more:","Flat-rolled products of stainless steel, of a width of 600 mm or more:",1,5747706
72,7218,Break-Bulk,Steel & Metals,Semi-Finished,"Billets, Slabs","Billets, Slabs",,,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:,1,5095557
72,7217,Break-Bulk,Steel & Metals,Finished Steel,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,Wire of iron or nonalloy steel:,Wire of iron or nonalloy steel:,17,55434
72,7216,Break-Bulk,Steel & Metals,Finished Products,Structural Steel,"Wide Flange, H-Beam, WF Beam, Beam, Angle, Channel",,,"Angles, shapes and sections of iron or nonalloy steel:","Angles, shapes and sections of iron or nonalloy steel:",1,2053427
72,7215,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,Other bars and rods of iron or nonalloy steel:,Other bars and rods of iron or nonalloy steel:,1,152076
72,7214,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,"Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling:","Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling:",1,518705
72,7213,Break-Bulk,Steel & Metals,Finished Products,Long Products,"Steel Bar, Round Bar, Reinforcing, Deformed, Rebar, Loose Bar",,,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or nonalloy steel:","Bars and rods, hot-rolled, in irregularly wound coils, of iron or nonalloy steel:",1,117032
72,7212,Break-Bulk,Steel & Metals,Finished Products,TBN,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, clad, plated or coated:","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, clad, plated or coated:",1,52582
72,7211,Break-Bulk,Steel & Metals,Finished Products,TBN,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, not clad, plated or coated:","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, not clad, plated or coated:",1,803458
72,7210,Break-Bulk,Steel & Metals,Finished Products,TBN,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, clad, plated or coated:","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, clad, plated or coated:",1,10523154
72,7209,Break-Bulk,Steel & Metals,Finished Products,TBN,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated:","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated:",1,373893
72,7208,Break-Bulk,Steel & Metals,Finished Products,TBN,"Coil, Sheet, Hot Rolled, Hot Dip, Hot-Dip, Plate, Tin Plate, Cold Rolled",,,"Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated:","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated:",1,1283489
72,7207,Break-Bulk,Steel & Metals,Semi-Finished,"Slabs, Billets","Slabs, Billets",,,Semifinished products of iron or nonalloy steel:,Semifinished products of iron or nonalloy steel:,1,3535242
72,7205,Bulk,Ferrous Raw Materials,Iron Products,DRI,"Direct Reduced, DRI, Iron Powder, Iron Concentrate",,,"Granules and powders, of pig iron, spiegeleisen, iron or steel:","Granules and powders, of pig iron, spiegeleisen, iron or steel:",3,3755395
72,7204,Bulk,Steel & Metals,Scrap,Scrap,Scrap,,,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,1,3742044
72,7203,Bulk,Ferrous Raw Materials,Iron Products,DRI,"Direct Reduced, DRI, Iron Powder, Iron Concentrate",,,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:",1,261422
72,7202,Bulk,Steel & Metals,FerroAlloys,FerroAlloystbn,"Ferro Chrome, Manganese, Ferronickle, FerroChrome, HCFEC, LCFEC, AKTOBE, AKTOB, AKSU, Ferro Silicon, Ferrosilicon",,,Ferroalloys:,Ferroalloys:,1,1850949
72,7201,Bulk,Steel & Metals,Iron Products,Pig Iron,Pig Iron,,,"Pig iron and spiegeleisen in pigs, blocks or other primary forms:","Pig iron and spiegeleisen in pigs, blocks or other primary forms:",1,7841940
71,7113,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal:","Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal:",1,0
71,7112,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 8549:","Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 8549:",1,32500
70,7019,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Glass fibers (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics):","Glass fibers (including glass wool) and articles thereof (for example, yarn, rovings, woven fabrics):",4,1077
70,7018,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares and articles thereof other than imitation jewelry; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitation jewelry; glass microspheres not exceeding 1 mm in diameter:","Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares and articles thereof other than imitation jewelry; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitation jewelry; glass microspheres not exceeding 1 mm in diameter:",6,3713
70,7016,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded glass windows and the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms:","Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded glass windows and the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms:",1,0
70,7013,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018):","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018):",4,4
70,7010,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass:","Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass:",8,6395
70,7009,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Glass mirrors, whether or not framed, including rear-view mirrors:","Glass mirrors, whether or not framed, including rear-view mirrors:",3,374
70,7007,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Safety glass, consisting of toughened (tempered) or laminated glass:","Safety glass, consisting of toughened (tempered) or laminated glass:",3,128
70,7005,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:","Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:",2,110
70,7002,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked:","Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked:",3,7920
69,6913,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Statuettes and other ornamental ceramic articles:,Statuettes and other ornamental ceramic articles:,1,200
69,6912,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china",1,38
69,6910,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures:","Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures:",1,370
69,6909,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods:","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods:",1,20
69,6907,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics:","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics:",4,5742
69,6904,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Ceramic building bricks, flooring blocks, support or filler tiles and the like:","Ceramic building bricks, flooring blocks, support or filler tiles and the like:",1,42606
68,6815,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included:","Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included:",10,277378
68,6811,Bulk,Construction Materials,Aggregates,Cement,"Cement, Clinker",,,"Articles of asbestos-cement, of cellulose fiber-cement or the like:","Articles of asbestos-cement, of cellulose fiber-cement or the like:",2,233374
68,6810,Bulk,Construction Materials,Aggregates,Cement,"Cement, Clinker",,,"Articles of cement, of concrete or of artificial stone, whether or not reinforced:","Articles of cement, of concrete or of artificial stone, whether or not reinforced:",1,2872280
68,6809,Bulk,Construction Materials,Aggregates,Gypsum,Gypsum,,,Articles of plaster or of compositions based on plaster:,Articles of plaster or of compositions based on plaster:,1,9229910
68,6807,Bulk,Construction Materials,Aggregates,Cement,"Cement, Clinker",,,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch):","Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch):",1,50000
68,6806,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812, or of chapter 69:","Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812, or of chapter 69:",1,34300
68,6806,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812, or of chapter 69:","Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812, or of chapter 69:",7,737934
68,6805,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up:","Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up:",1,1
68,6804,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials:","Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials:",1,0
68,6802,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):","Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",3,20160907
68,6801,Bulk,Construction Materials,Aggregates,Stone,Stone,,,"Setts, curbstones and flagstones, of natural stone (except slate)","Setts, curbstones and flagstones, of natural stone (except slate)",1,9600
65,6506,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Other headgear, whether or not lined or trimmed:","Other headgear, whether or not lined or trimmed:",1,1
64,6404,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials:","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials:",1,34
64,6403,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather:","Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather:",1,179962
64,6402,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Other footwear with outer soles and uppers of rubber or plastics:,Other footwear with outer soles and uppers of rubber or plastics:,2,98
63,6309,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Worn clothing and other worn articles,Worn clothing and other worn articles,2,0
63,6307,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Other made up articles, including dress patterns:","Other made up articles, including dress patterns:",10,1214
63,6306,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods:","Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods:",1,0
63,6305,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Sacks and bags, of a kind used for the packing of goods:","Sacks and bags, of a kind used for the packing of goods:",3,5146
63,6302,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Bed linen, table linen, toilet linen and kitchen linen:","Bed linen, table linen, toilet linen and kitchen linen:",1,60
63,6301,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Blankets and traveling rugs:,Blankets and traveling rugs:,1,2083
62,6216,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Gloves, mittens and mitts","Gloves, mittens and mitts",1,6
62,6210,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Garments, made up of fabrics of heading 5602, 5603, 5903, 5906 or 5907:","Garments, made up of fabrics of heading 5602, 5603, 5903, 5906 or 5907:",1,7561
62,6206,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Women's or girls' blouses, shirts and shirt-blouses:","Women's or girls' blouses, shirts and shirt-blouses:",1,9
62,6205,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Men's or boys' shirts:,Men's or boys' shirts:,3,5295
62,6204,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts,   trousers, bib and brace overalls, breeches and shorts (other than swimwear):","Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts,   trousers, bib and brace overalls, breeches and shorts (other than swimwear):",6,6597
62,6203,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls,   breeches and shorts (other than swimwear):","Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls,   breeches and shorts (other than swimwear):",11,1396
62,6202,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski jackets), windbreakers   and similar articles (including padded, sleeveless jackets), other than those of heading 6204:","Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski jackets), windbreakers   and similar articles (including padded, sleeveless jackets), other than those of heading 6204:",2,0
61,6116,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Gloves, mittens and mitts, knitted or crocheted:","Gloves, mittens and mitts, knitted or crocheted:",1,0
61,6110,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, knitted or crocheted:","Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, knitted or crocheted:",13,180292
61,6109,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"T-shirts, singlets, tank tops and similar garments, knitted or crocheted:","T-shirts, singlets, tank tops and similar garments, knitted or crocheted:",6,34482
61,6104,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted:","Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted:",5,29086
61,6103,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted:","Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted:",1,40
59,5904,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Linoleum, whether or not cut to shape; floor coverings con- sisting of a coating or covering applied on a textile backing, whether or not cut to shape:","Linoleum, whether or not cut to shape; floor coverings con- sisting of a coating or covering applied on a textile backing, whether or not cut to shape:",1,1
59,5903,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902:","Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902:",1,1
57,5705,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Other carpets and other textile floor coverings, whether or not made up","Other carpets and other textile floor coverings, whether or not made up",1,68
57,5703,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Carpets and other textile floor coverings (including turf), tufted, whether or not made up:","Carpets and other textile floor coverings (including turf), tufted, whether or not made up:",1,1725
57,5702,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including ""Kelem"", ""Schumacks"", ""Karamanie"" and similar handwoven rugs:","Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including ""Kelem"", ""Schumacks"", ""Karamanie"" and similar handwoven rugs:",1,59
56,5609,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Articles of yarn, strip or the like of heading 5404 or 5405, twine, cordage, rope or cables, not elsewhere specified or included","Articles of yarn, strip or the like of heading 5404 or 5405, twine, cordage, rope or cables, not elsewhere specified or included",1,1
56,5607,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics: ","Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics: ",1,56
56,5603,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Nonwovens, whether or not impregnated, coated, covered or laminated:","Nonwovens, whether or not impregnated, coated, covered or laminated:",1,2285
55,5504,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Artificial staple fibers, not carded, combed or otherwise processed for spinning:","Artificial staple fibers, not carded, combed or otherwise processed for spinning:",1,69
54,5402,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex:","Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex:",1,2
53,5308,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,Yarn of other vegetable textile fibers; paper yarn:,Yarn of other vegetable textile fibers; paper yarn:,1,249
53,5305,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun","tow, noils and waste of these fibres (including yarn waste and garnetted stock)",1,171752
52,5205,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Cotton yarn (other than sewing thread), containing 85 percent or more by weight of cotton, not put up for retail sale:","Cotton yarn (other than sewing thread), containing 85 percent or more by weight of cotton, not put up for retail sale:",1,154750
52,5201,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Cotton, not carded or combed","Cotton, not carded or combed",1,134741
49,4911,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Other printed matter, including printed pictures and photographs:","Other printed matter, including printed pictures and photographs:",1,0
49,4910,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Children's picture, drawing or colouring books","Children's picture, drawing or colouring books",3,1
49,4909,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Children's picture, drawing or colouring books","Children's picture, drawing or colouring books",1,0
49,4903,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Children's picture, drawing or colouring books","Children's picture, drawing or colouring books",1,0
49,4901,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets:","Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets:",5,22
