HS,HS Code,Break-Bulk,Group,Cargo Grouop,Cargo,Keywords,Exception,Note,Title,Description,Count,Tons
83,8305,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Fittings for looseleaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, and parts thereof, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal:","Fittings for looseleaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, and parts thereof, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal:",1,0
83,8302,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal; and base metal parts thereof:","Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal; and base metal parts thereof:",1,717372
83,8301,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts of any of the foregoing articles, of base metal:","Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts of any of the foregoing articles, of base metal:",1,291
82,8211,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades and other base metal parts thereof:","Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades and other base metal parts thereof:",1,1
82,8210,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink",and base metal parts thereof,1,0
82,8208,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Knives and cutting blades, for machines or for mechanical appliances, and base metal parts thereof:","Knives and cutting blades, for machines or for mechanical appliances, and base metal parts thereof:",1,1998
82,8207,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Interchangeable tools for handtools, whether or not power operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screwdriving), including dies for drawing or extruding metal, and rock drilling or earth boring tools; base metal parts thereof:","Interchangeable tools for handtools, whether or not power operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screwdriving), including dies for drawing or extruding metal, and rock drilling or earth boring tools; base metal parts thereof:",1,6804
82,8205,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Handtools (including glass cutters) not elsewhere specified or included; blow torches and similar self-contained torches; vises, clamps and the like, other than accessories for and parts of machine tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof:","Handtools (including glass cutters) not elsewhere specified or included; blow torches and similar self-contained torches; vises, clamps and the like, other than accessories for and parts of machine tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; base metal parts thereof:",1,762
82,8204,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); socket wrenches, with or without handles, drives or extensions; base metal parts thereof:","Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); socket wrenches, with or without handles, drives or extensions; base metal parts thereof:",2,4
82,8203,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt cutters, perforating punches and similar handtools, and base metal parts thereof:","Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt cutters, perforating punches and similar handtools, and base metal parts thereof:",1,762
82,8202,Break-Bulk,General Cargo,Machinery,Machinery,Machinery,"tons is greater than 10, mark misclassified",,"Handsaws, and metal parts thereof; blades for saws of all kinds (including slitting, slotting or toothless saw blades), and base metal parts thereof:","Handsaws, and metal parts thereof; blades for saws of all kinds (including slitting, slotting or toothless saw blades), and base metal parts thereof:",3,11243
81,8112,Bulk,Minerals,Barite,Barite,Barite,,,"Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), and articles of these metals, including waste and scrap:","Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), and articles of these metals, including waste and scrap:",1,60300
81,8111,Bulk,tbn bulkk,tbn bulkk,tbn,Manganese,,,"Manganese and articles thereof, including waste and scrap","Manganese and articles thereof, including waste and scrap",1,791873
81,8108,Break-Bulk,Steel & Metals,Tit ?,Tit ?,Tit ?,,,"Titanium and articles thereof, including waste and scrap:","Titanium and articles thereof, including waste and scrap:",2,3008
81,8105,Bulk,tbn bulkk,tbn bulkk,tbn,tbn,,,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap:","Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap:",2,47000
81,8104,Bulk,tbn bulkk,tbn bulkk,tbn,Magnesium,,,"Magnesium and articles thereof, including waste and scrap:","Magnesium and articles thereof, including waste and scrap:",2,7426
79,7901,Break-Bulk,Steel & Metals,Zinc,Zinc,"Zinc Ingot, Zinc",,,Unwrought zinc:,Unwrought zinc:,17,120098
78,7804,Break-Bulk,Steel & Metals,Lead,Lead,"Lead Ingot, Refined Lead, Primary Lead",,,"Lead plates, sheets, strip and foil; lead powders and flakes:","Lead plates, sheets, strip and foil; lead powders and flakes:",1,0
78,7801,Break-Bulk,Steel & Metals,Lead,Lead,"Lead Ingot, Refined Lead, Primary Lead",,,Unwrought lead:,Unwrought lead:,30,222048
76,7616,Break-Bulk,Steel & Metals,Aluminum,Aluminum,Aluminum Other,,,Other articles of aluminum:,Other articles of aluminum:,15,1371176
76,7615,Break-Bulk,Steel & Metals,Aluminum,Aluminum,Aluminum Other,,,"Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum:","Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum:",1,0
