IMO,Vessel,Design,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Source_File
9376878,HAKKAISAN,,Tanker-VLCC,309708,326.59,60.03,29,160632,103057,0,183.7,21.123,Ship Results (17).xlsx
9376892,CMA CGM NOUADHIBOU,MRC 1100-II,Containership-Regional Feeder,17173,152.9,25.04,14.9,16162,6128,0,35,9.5,Ship Results (46).xlsx
9376907,CMA CGM VENTANIA,MRC 1100-II,Containership-Regional Feeder,17201,152.899,25.06,14.9,16162,6128,0,35,9.5,Ship Results (46).xlsx
9376921,CHEM MELBOURNE,,Tanker-Handy,12936,119.45,20.425,11.5,8455,4031,0,22.9,8.714,Ship Results (24).xlsx
9376933,LONGHUNG 5,,Tanker-Handy,12888,119.45,20.42,11.5,8455,4031,0,22.9,8.714,Ship Results (24).xlsx
9376945,ROSE I,,Tanker-MR1,37900,177.46,27.45,17.2,23248,9915,0,45.2,11.52,Ship Results (21).xlsx
9377016,REM SALTIRE,ST-327 L CD,,6275,0,24.04,9.6,9603,2881,0,0,7.5,Ship Results (57).xlsx
9377028,ALEJANDRINA 1,,"Tanker-7,500-9,999dwt",9210,107.75,18.624,10,5129,2872,0,17.4,7.9,Ship Results (26).xlsx
9377030,BOMAR MARS,,"Tanker-5,000-7,499dwt",6167,0,16,8.25,3999,1904,0,14.6,6.58,Ship Results (27).xlsx
9377042,ARMADA EXPLORER,,"Tanker-5,000-7,499dwt",6526,0,16.74,6,4549,1904,0,21.2,4.3,Ship Results (27).xlsx
9377054,LAMENTIN,,LPG-Small Gas Carrier,11320,114,0,9.8,7292,3580,0,21.5,7.713,Ship Results (30).xlsx
9377066,ECO 3,,Tanker-Handy,11674,114,0,9.8,7020,3294,0,21,7.713,Ship Results (24).xlsx
9377078,CLIPPER MARS,,LPG-Large Gas Carrier,43544,198.418,32.24,20.8,36459,10938,0,57.4,12.1,Ship Results (33).xlsx
9377080,PGL 01,,Containership-Small Feeder,10900,0,0,10.02,8365,4456,0,24.1,7.3,Ship Results (46).xlsx
9377121,TIAN YU 09,,"Tanker-<=4,999dwt",2831,0,0,6,2216,763,0,0,4.5,Ship Results (28).xlsx
9377133,CMA CGM SEMARANG,Thyssen 2700,Containership-Feedermax,38070,205.93,29.95,16.5,28050,14099,0,57.2,11.55,Ship Results (45).xlsx
9377145,BUXMELODY,Thyssen 2700,Containership-Feedermax,38069,205.93,29.95,16.5,28050,14099,0,57.2,11.55,Ship Results (45).xlsx
9377183,NAUTILUS,,"Tanker-5,000-7,499dwt",6928,0,0,8.4,4874,2294,0,16.5,6.76,Ship Results (27).xlsx
9377195,ARDENZA,,Tanker-Handy,15994,129.56,0,11.7,11350,4451,0,29.8,8.25,Ship Results (24).xlsx
9377200,DIVINA,,Tanker-Handy,15994,129.56,0,11.7,11350,4451,0,29.8,8.25,Ship Results (24).xlsx
9377224,HELSINKI,,LPG-Large Gas Carrier,43601,198.42,32.23,20.8,36459,10938,0,56.9,12.1,Ship Results (33).xlsx
9377236,DENVER,,LPG-Large Gas Carrier,43563,198.418,32.23,20.8,36459,10938,0,56.9,12.1,Ship Results (33).xlsx
9377248,TOKYO,,LPG-Large Gas Carrier,43538,0,32.23,20.8,36459,10938,0,56.9,12.12,Ship Results (33).xlsx
9377315,MEIRYU MARU,,"Tanker-<=4,999dwt",579,0,0,3.5,252,0,0,0,3.35,Ship Results (28).xlsx
9377353,JING YE,,Bulk Carrier-Small Handy,10952,0,0,10.1,8069,3919,0,24.1,7.5,Ship Results (9).xlsx
9377377,SEVEN CHAMPION,,,16155,0,40.04,10,25112,7533,0,0,6.52,Ship Results (56).xlsx
9377389,AM BERYL,,"General Cargo 10,000-14,999dwt",13060,112.89,21.23,14.3,9680,4171,20025,22.1,8.99,Ship Results (41).xlsx
9377391,COSCO ANSTEEL,Unimax Ore,Bulk Carrier-VLOC,297719,0,55.04,29.25,151566,53791,180474,163.6,21.4,Ship Results (39).xlsx
9377406,STEVEN N,Unimax Ore,Bulk Carrier-VLOC,297462,320.84,55.048,29.25,151448,53841,180474,163.6,21.4,Ship Results (39).xlsx
9377418,FELICE,,Tanker-VLCC,297958,0,60.04,29.7,156915,98886,0,178.2,21.523,Ship Results (17).xlsx
9377420,HIRADO,,Tanker-VLCC,302550,323.53,60.04,29.4,159806,99190,0,178.2,21.03,Ship Results (17).xlsx
9377432,MEDIA,,"Tanker-5,000-7,499dwt",5706,98.12,0,8.6,3979,1793,0,14.4,6.613,Ship Results (27).xlsx
9377444,WICOMICO,Entech 100ft,,364,0,0,4.57,327,98,0,0,3.96,Ship Results (58).xlsx
9377470,GRANDE SENEGAL,,"Ro-ro cargo =>3,000 LM",26653,197.94,0,13.34,47232,14165,0,59.4,9.75,Ship Results (50).xlsx
9377482,GRANDE CAMEROON,,"Ro-ro cargo =>3,000 LM",26652,197.94,0,13.34,47232,14165,0,59.4,9.75,Ship Results (50).xlsx
9377494,ANIARA,,"PCC/PCTC => 4,000 cars",30089,221.42,0,34.7,71673,33513,0,66.2,11.3,Ship Results (50).xlsx
9377509,OBERON,,"PCC/PCTC => 4,000 cars",30134,221.42,0,34.7,71673,33513,0,66.2,11.3,Ship Results (50).xlsx
9377511,TIJUCA,,"PCC/PCTC => 4,000 cars",30089,221.42,0,34.7,71673,33513,0,66.2,11.3,Ship Results (50).xlsx
9377523,TIRRANNA,,"PCC/PCTC => 4,000 cars",30089,220.021,0,34.7,71659,33513,0,66.2,11.3,Ship Results (50).xlsx
9377547,ASEEM,,LNG-New Panamax,86655,275.545,43.43,26,97874,32952,0,104.8,12.522,Ship Results (37).xlsx
9377559,GH FOEHN,Thyssen 2700,Containership-Feedermax,38080,205.93,29.92,16.5,28048,14400,0,57.2,11.55,Ship Results (45).xlsx
9377561,PAPU,Thyssen 2700,Containership-Feedermax,38061,205.93,29.87,16.5,28048,14101,0,57.2,11.67,Ship Results (45).xlsx
9377573,ESL DUBAI,Thyssen 2700,Containership-Feedermax,38638,205.93,29.92,16.5,28048,14400,0,57.2,11.672,Ship Results (45).xlsx
9377585,SUN RISE I,,"Tanker-7,500-9,999dwt",7695,109.2,0,8.7,4535,2425,0,16.7,6.8,Ship Results (26).xlsx
9377652,STARLIGHT II,,Tanker-MR1,37847,177.46,27.45,17.2,23284,9915,0,45.2,11.515,Ship Results (21).xlsx
9377664,STARLIGHT I,,Tanker-MR1,37824,177.46,27.45,17.2,23284,9915,0,45.2,11.515,Ship Results (21).xlsx
9377676,FORTUNE ARK,Imabari 53,Bulk Carrier-Supra/Ultramax,53505,183.06,32.29,17.3,29986,18486,68927,55.3,12.303,Ship Results (12).xlsx
9377688,HONG RUN 26,Imabari 53,Bulk Carrier-Supra/Ultramax,53466,183.06,32.29,17.3,29986,18486,68927,55.3,12.303,Ship Results (12).xlsx
9377690,SOL UNITY,Imabari 1700,Containership-Regional Feeder,21416,160.96,27.658,14,17518,8004,0,41.3,9.516,Ship Results (45).xlsx
9377705,SAWASDEE THAILAND,Imabari 1700,Containership-Regional Feeder,21430,160.96,27.658,14,17518,8000,0,41.3,9.516,Ship Results (45).xlsx
9377717,SHIMANAMI STAR,Imabari 28,Bulk Carrier-Large Handy,28447,161.21,27.237,13.6,16960,10498,37523,39.6,9.78,Ship Results (2).xlsx
9377729,DK ARTEMIS,,"General Cargo 10,000-14,999dwt",11300,103.57,0,13.5,7506,3974,15824,18.3,9.2,Ship Results (41).xlsx
9377767,SINA STAR,,"General Cargo <=4,999 dwt",4133,0,0,7.45,2547,1426,5016,10.2,5.9,Ship Results (43).xlsx
9377779,MONARCH I,,Tanker-Aframax,105009,0,42.034,21.4,58418,31369,0,92.1,14.882,Ship Results (25).xlsx
9377781,HAMPSHIRE,,LPG-Very Large Gas Carrier,53293,0,37.23,21,45805,13742,0,72.2,11.224,Ship Results (29).xlsx
9377793,REIMEI,,LPG-Very Large Gas Carrier,53100,0,37.23,21,45811,13744,0,72.3,11.224,Ship Results (29).xlsx
9377808,JASON,,"Tanker-5,000-7,499dwt",5733,0,0,8.6,3978,1793,0,14.4,6.6,Ship Results (27).xlsx
9377810,SEALION,,"Tanker-5,000-7,499dwt",5698,0,0,8.6,3978,1793,0,14.5,6.6,Ship Results (27).xlsx
9377822,WOO CHOON,,"Tanker-5,000-7,499dwt",5691,98.12,0,8.6,3978,1793,0,14.5,6.613,Ship Results (27).xlsx
9377834,B. OCEAN,,"Tanker-5,000-7,499dwt",5692,98.12,0,8.6,3978,1793,0,14.4,6.6,Ship Results (27).xlsx
9377846,BHG FORTUNE,,"General Cargo 10,000-14,999dwt",11185,121.32,19.03,11.65,8395,4196,14237,21.4,8.7,Ship Results (41).xlsx
9377901,STAR MARINE I,,,0,0,0,3.6,605,182,0,0,2.7,Ship Results (51).xlsx
9377913,CELTIC VOYAGER,,"General Cargo <=4,999 dwt",4927,0,0,7.85,2967,1601,5818,0,6.21,Ship Results (43).xlsx
9377925,CELTIC MARINER,,"General Cargo <=4,999 dwt",4927,0,0,7.85,2967,1601,5818,0,6.21,Ship Results (43).xlsx
9377937,C H S COSMOS,SWS-175BC,Bulk Carrier-Capesize,174091,0,45.048,24.5,88869,59358,193247,119,18.12,Ship Results.xlsx
9377949,COOLWATER,,"Tanker-5,000-7,499dwt",5216,0,16.05,8.2,3674,1501,0,13.5,6.74,Ship Results (27).xlsx
9377951,THRESHER,,LPG-Small Gas Carrier,1814,0,11.45,6.5,2294,688,0,10,3.66,Ship Results (30).xlsx
9377963,SILVER LAKE,Bestway 32BCLog,Bulk Carrier-Large Handy,33361,172.421,28.43,14.1,20987,11697,42565,46.1,10.157,Ship Results (2).xlsx
9377975,PORT PHILLIP,Bestway 32BCLog,Bulk Carrier-Large Handy,33354,172.34,28.44,14.1,20987,11697,42565,46.1,10.17,Ship Results (2).xlsx
9377987,DIAMOND HARBOUR,Bestway 32BCLog,Bulk Carrier-Large Handy,33376,172.45,28.42,14.13,20987,11648,42565,46.1,10.17,Ship Results (2).xlsx
9377999,SANTIAGO BASIN,Bestway 32BCLog,Bulk Carrier-Large Handy,33443,0,28.454,14.11,20987,11681,42565,46.1,10.2,Ship Results (2).xlsx
9378008,DARLING RIVER,Bestway 32BCLog,Bulk Carrier-Large Handy,33365,172.407,28.444,14.1,20987,11664,42565,46.1,10.17,Ship Results (2).xlsx
9378010,ATA 1,,Containership-Small Feeder,6555,0,0,7.8,4455,2335,0,0,6.15,Ship Results (46).xlsx
9378022,SCOT AUGSBURG,Scot 8000,"Tanker-7,500-9,999dwt",8132,110.4,0,9.4,5200,2530,0,18,7.415,Ship Results (26).xlsx
9378034,BOS POOL,Damen PSV 7216,,3265,0,16.04,7.5,2534,760,0,0,6.1,Ship Results (57).xlsx
9378046,BOS BASE,Damen PSV 7216,,3130,0,16.04,7.5,2534,760,0,0,6.1,Ship Results (57).xlsx
9378060,TAHITI NUI VIII,,,1000,0,0,3.55,1225,367,0,0,2.5,Ship Results (51).xlsx
9378151,CLIPPER HERMES,,LPG-Small Gas Carrier,18880,148.46,22.74,14.8,13893,4388,0,30,10.57,Ship Results (30).xlsx
9378163,CLIPPER HERMOD,,LPG-Small Gas Carrier,18861,148.46,22.74,14.8,13893,4388,0,30,10.6,Ship Results (30).xlsx
9378175,SATURN,Havyard 842,,2859,67.84,17.6,8,2806,857,0,0,5.5,Ship Results (57).xlsx
9378199,AB PALOMA,,Tanker-Handy,12927,119.45,20.43,11.5,8455,4031,0,22.9,8.714,Ship Results (24).xlsx
9378230,DEFNE,,"General Cargo 5,000-9,999 dwt",6042,0,16.85,7.95,5261,2382,9493,0,5.7,Ship Results (42).xlsx
9378242,KIMBERLY,,"General Cargo 5,000-9,999 dwt",7323,0,16.85,7.95,5261,2382,9493,0,6.28,Ship Results (42).xlsx
9378254,JOY EXPRESS,,"General Cargo 5,000-9,999 dwt",8378,110.59,0,10.4,6393,3295,11757,0,7.1,Ship Results (42).xlsx
9378266,AL VEER,,LPG-Small Gas Carrier,10003,104.5,21.034,11.3,8331,2500,0,20.9,8,Ship Results (30).xlsx
9378278,CORAL FRASERI,,,10441,129.74,19.83,11.5,10105,3032,0,24.3,8.3,Ship Results (41)tanker.xlsx
9378280,CORAL FAVIA,,,10446,129.74,19.83,11.5,10105,3032,0,24.2,8.3,Ship Results (41)tanker.xlsx
9378292,CORAL FUNGIA,,,10441,129.74,19.83,11.5,10105,3032,0,24.3,8.3,Ship Results (41)tanker.xlsx
9378307,CORAL FURCATA,,,10422,129.74,19.83,11.5,10105,3032,0,24.2,8.3,Ship Results (41)tanker.xlsx
9378319,CHINAFRIE HARVEST,SWS-175BC,Bulk Carrier-Capesize,174322,279,45.048,24.65,88930,58083,193247,119,18.12,Ship Results.xlsx
9378321,SONGA CRYSTAL,,Tanker-Handy,12927,119.45,20.425,11.5,8485,4031,0,22.9,8.714,Ship Results (24).xlsx
9378333,SC TIANJIN,,Tanker-Handy,12929,0,20.43,11.5,8458,4031,0,22.9,8.714,Ship Results (24).xlsx
9378369,TIANLONG,,Tanker-Suezmax,159021,265.63,48.034,24,85037,52155,0,119.1,17.3,Ship Results (18).xlsx
9378371,FANTASIA,,Tanker-MR2,40000,175.32,32.245,19.1,29614,13749,0,52.3,11,Ship Results (20).xlsx
9378383,SUN OCEAN,,"General Cargo 5,000-9,999 dwt",7107,97.24,0,9.5,5093,2194,8119,0,7,Ship Results (42).xlsx
9378395,THE GUARDIAN,Kamsarmax,Bulk Carrier-Pmax/Kamsarmax,82050,222.55,32.29,20.03,43151,27537,97097,70.2,14.464,Ship Results (6).xlsx
9378424,ANDA NO. 66,,"Bulk Carrier-<=4,999dwt",4307,0,0,7.6,2618,1466,5759,0,6,Ship Results (16).xlsx
9378436,NAN XIANG,,"Bulk Carrier-<=4,999dwt",4385,0,0,7,2849,1521,5221,0,5.6,Ship Results (16).xlsx
9378448,EURODAM,Signature Class,"Cruise-50,000-99,999gt",9125,254.18,32.26,10.8,86273,53711,0,74.9,8,Ship Results (53).xlsx
9378450,NIEUW AMSTERDAM,Signature Class,"Cruise-50,000-99,999gt",8754,254.18,32.26,10.8,86273,53711,0,74.9,8.02,Ship Results (53).xlsx
9378462,RUBY PRINCESS,Grand Class,"Cruise-100,000-149,999gt",8044,0,36.05,11.4,113561,83606,0,0,8.5,Ship Results (53).xlsx
9378474,CARNIVAL DREAM,Dream Class,"Cruise-100,000-149,999gt",13815,271.88,0,11.21,128251,112127,0,0,8.2,Ship Results (53).xlsx
9378486,CARNIVAL MAGIC,Dream Class,"Cruise-100,000-149,999gt",13073,271.84,0,11.21,128048,113529,0,0,8.4,Ship Results (53).xlsx
9378498,COSTA PACIFICA,Concordia Class,"Cruise-100,000-149,999gt",10000,253.59,35.539,19.77,114425,87300,0,0,8.3,Ship Results (53).xlsx
9378541,JAHAM,,Tanker-VLCC,319430,320.29,60.041,30.5,162252,111896,0,179,22.524,Ship Results (17).xlsx
9378589,ALGONOVA,,Tanker-Handy,11240,0,19.83,9.95,8009,3609,0,23.3,7.6,Ship Results (24).xlsx
9378591,ALGOCANADA,,Tanker-Handy,11267,0,19.83,9.95,8009,3609,0,23.3,7.59,Ship Results (24).xlsx
9378606,ORIENTAL PEARL,Sasebo 77BC,Bulk Carrier-Pmax/Kamsarmax,77215,219.19,36.533,18.5,43605,23679,92595,75.4,12.821,Ship Results (6).xlsx
9378618,PIONER 1,,Tanker-LR2,109996,0,42.036,21.5,59172,33486,0,90.7,15.077,Ship Results (22).xlsx
9378620,DALVA,,Tanker-LR2,109996,0,42.036,21.5,59172,33486,0,93,15.077,Ship Results (22).xlsx
9378632,MALAK,,Tanker-LR2,109996,0,42.036,21.5,59172,33486,0,93.2,15.07,Ship Results (22).xlsx
9378682,SUPERSPEED 2,,"RoPax-30,000-39,999gt",5400,211.9,30.6,20.4,34231,10269,0,0,6.7,Ship Results (52).xlsx
9378694,EAGER,,"Tanker-7,500-9,999dwt",9480,105.29,18.624,10,5184,2913,0,17.4,7.914,Ship Results (26).xlsx
9378709,HECTOR P,,,360,0,0,5.18,398,119,0,0,4.36,Ship Results (58).xlsx
9378723,STEN SUOMI,,Tanker-Handy,16619,134.5,23.04,12.4,11943,5141,0,28.5,8.89,Ship Results (24).xlsx
9378735,STEN BOTHNIA,,Tanker-Handy,16611,134.65,23.04,12.4,11943,5133,0,28.5,8.9,Ship Results (24).xlsx
9378759,KRISTIN POLING,Entech 116ft,,533,35.35,0,5.03,472,141,0,0,4.421,Ship Results (58).xlsx
9378761,BRANDYWINE,,,597,0,0,6.71,759,227,0,0,5.97,Ship Results (58).xlsx
9378773,TORERO,,"Tanker-7,500-9,999dwt",8913,110.51,18.662,9.5,5518,2757,0,18.2,7.413,Ship Results (26).xlsx
9378785,CNC BULL,,Tanker-Handy,14577,0,20.523,11.6,8295,4698,0,23.4,8.813,Ship Results (24).xlsx
9378802,HE SHUN 169,,"Tanker-<=4,999dwt",2330,0,0,5.2,1520,851,0,9,4.3,Ship Results (28).xlsx
9378814,XIN ZHAN JIANG,Dalian C4250,Containership-Panamax,52279,0,0,19.3,41482,24001,0,75.7,12.8,Ship Results (45).xlsx
9378826,VAST LUCKY,Hakodate SH 32,Bulk Carrier-Large Handy,32115,167.76,0,13.7,19817,10953,42657,45.1,9.64,Ship Results (2).xlsx
9378838,SOFIA K,Hakodate SH 32,Bulk Carrier-Large Handy,32115,167.76,0,13.7,19817,10953,42657,45.1,9.64,Ship Results (2).xlsx
9378864,GLADIATOR,,Tanker-Suezmax,149944,0,48.038,22.4,78845,47271,0,118,16.022,Ship Results (18).xlsx
9378876,GREGAL,,Tanker-Suezmax,149993,0,48.038,22.4,78845,47229,0,118,15.99,Ship Results (18).xlsx
9378929,ATLANTIC MERCHANT,CV 1100 Plus,Containership-Regional Feeder,13652,0,23.28,11.5,9940,5020,16000,28,8.51,Ship Results (46).xlsx
9378931,PACIFIC BEIJING,CV 1100 Plus,Containership-Regional Feeder,13760,0,23.28,11.5,9940,5020,16000,28,8.51,Ship Results (46).xlsx
9378943,PACIFIC CARRIER,CV 1100 Plus,Containership-Regional Feeder,13691,141.372,23.28,11.5,9940,5020,16000,28,8.51,Ship Results (46).xlsx
9378967,HUA SHUN DA 3,,"General Cargo <=4,999 dwt",3650,0,0,7.45,1998,1305,5016,10.2,5.9,Ship Results (43).xlsx
9379014,A. H. GIORGIO P.,Aker AH 05,,2582,0,0,7.2,2719,892,0,0,6.5,Ship Results (57).xlsx
9379026,CONTSHIP UNO,CV 1100 Plus,Containership-Regional Feeder,13834,141.37,23.28,11.5,9940,5020,16000,28,8.5,Ship Results (46).xlsx
9379038,UM BALWA,,Tanker-MR2,40960,172.592,31.528,18.63,27987,9851,0,50.1,11.1,Ship Results (20).xlsx
9379040,EASTERN QUINCE,,Tanker-MR2,41397,172.59,31.528,18.63,27987,9851,0,50.1,11.114,Ship Results (20).xlsx
9379052,OCEAN AUTUMN,,Tanker-MR2,41340,0,31.528,18.63,27987,9851,0,50.1,11.1,Ship Results (20).xlsx
9379064,ZEAL START,,Tanker-MR2,41370,0,31.528,18.63,27987,9851,0,50.1,11.1,Ship Results (20).xlsx
9379076,VIOLA,,"General Cargo 5,000-9,999 dwt",8152,114.7,21.06,9.2,6479,3300,0,0,7.091,Ship Results (42).xlsx
9379117,ZELEK STAR,,"General Cargo <=4,999 dwt",4890,0,14.2,7.2,2871,1466,0,0,5.52,Ship Results (43).xlsx
9379129,RUI FU SHENG,,Tanker-MR2,46846,175.5,32.227,18.8,29597,11929,0,52.3,12.216,Ship Results (20).xlsx
9379131,CORDOBA,,Tanker-MR2,46763,175.486,32.23,18.8,29597,11929,0,52.3,12.216,Ship Results (20).xlsx
9379143,MAGIC WAND,,Tanker-MR2,46754,175.49,32.227,18.8,29597,11929,0,52.2,12.216,Ship Results (20).xlsx
9379155,CLEAN THRASHER,,Tanker-MR2,46745,175.486,32.23,18.8,29597,11929,0,52.3,12.216,Ship Results (20).xlsx
9379167,GREEN ISLANDS,,"General Cargo <=4,999 dwt",3650,0,0,7.45,2570,1471,5016,10.2,5.9,Ship Results (43).xlsx
9379208,JIAOLONG,,Tanker-Suezmax,159021,0,48.034,24,85030,52098,0,119.1,17.3,Ship Results (18).xlsx
9379210,SHENLONG,,Tanker-Suezmax,159021,265.63,48.034,24,85030,52168,0,119.1,17.3,Ship Results (18).xlsx
9379234,SIGAS INGRID,,LPG-Small Gas Carrier,5073,94.12,17.526,8,4279,1373,0,15.2,6.113,Ship Results (30).xlsx
9379260,NSU KATSURA,G207BC,Bulk Carrier-Newcastlemax,207545,295.65,50.05,25,106830,64195,218790,136.5,18.23,Ship Results (5).xlsx
9379272,MM AMBER,,"General Cargo 10,000-14,999dwt",13110,112.89,21.23,14.3,9647,4171,20025,22.1,8.99,Ship Results (41).xlsx
9379301,VERSA,,Tanker-LR1,74401,220.88,32.271,20.6,41696,21778,0,67.2,14.317,Ship Results (23).xlsx
9379313,NEW FUTURE,,Tanker-MR2,50922,175.38,32.252,19.1,30119,13712,0,52,13.27,Ship Results (20).xlsx
9379325,FORTUNE,,Tanker-MR2,50922,175.38,32.24,19.1,30119,13712,0,52,13.27,Ship Results (20).xlsx
9379337,PS VANCOUVER,,Tanker-MR2,50922,175.38,32.24,19.1,30119,12150,0,51.9,13.27,Ship Results (20).xlsx
9379349,MICHEL A,PW 1600,Containership-Regional Feeder,26083,0,0,14.2,17687,8286,0,40.3,10,Ship Results (45).xlsx
9379351,JEAN PIERRE A,PW 1600,Containership-Regional Feeder,26082,177.75,0,14.2,17687,8286,0,40.3,10,Ship Results (45).xlsx
9379363,CAPE FAWLEY,PW 1500,Containership-Regional Feeder,20358,161.4,0,14.2,15995,6251,0,37.6,9.5,Ship Results (45).xlsx
9379375,CAPE FELTON,PW 1500,Containership-Regional Feeder,20351,0,0,14.2,15995,6251,0,37.6,9.5,Ship Results (45).xlsx
9379387,CLAIRE A,PW 1600,Containership-Regional Feeder,26093,177.75,0,14.2,17687,8286,0,40.3,10,Ship Results (45).xlsx
9379399,ATLANTIC VICTORY,,LPG-Very Large Gas Carrier,54048,219.288,32.28,22.2,43284,16755,0,64,12.822,Ship Results (29).xlsx
9379404,GAS DIOR,,LPG-Very Large Gas Carrier,54048,219.288,32.28,22.2,42897,16755,0,63.9,12.821,Ship Results (29).xlsx
9379416,ASSO VENTOTTO,UT 734-N,,2450,62.49,0,7.2,2554,766,0,0,6.15,Ship Results (57).xlsx
9379428,ASSO VENTINOVE,UT 734-N,,2450,62.49,0,7.2,2554,766,0,0,6.15,Ship Results (57).xlsx
9379430,BEYOND,,"Tanker-7,500-9,999dwt",9435,105.29,18.624,10,5153,2944,0,17.4,7.9,Ship Results (26).xlsx
9379478,HS AYSE ANA,,"Tanker-<=4,999dwt",4726,0,15.2,7.4,3269,1452,0,12.5,6.1,Ship Results (28).xlsx
9379480,KIRK B,,"General Cargo <=4,999 dwt",3875,82.88,15,6.7,2653,1336,4590,0,5.25,Ship Results (43).xlsx
9379519,BABYLON,,Tanker-MR2,45726,172.25,32.229,18.8,27969,12193,0,49.9,12.12,Ship Results (20).xlsx
9379545,STAR 55,,"General Cargo 5,000-9,999 dwt",6581,93.69,16.82,8.8,4022,2513,6540,0,6.9,Ship Results (42).xlsx
9379569,LOC NGUYEN 68,,"General Cargo <=4,999 dwt",3067,0,12.624,6.48,1599,1060,3900,0,5.3,Ship Results (43).xlsx
9379571,KAWA BUDAPEST,Hakata 1000,Containership-Regional Feeder,15247,136.57,0,13.7,12559,5618,0,28.7,8.97,Ship Results (46).xlsx
9379583,AKKAD,,"General Cargo 5,000-9,999 dwt",6138,0,0,7.6,3869,2166,7940,14.5,6.15,Ship Results (42).xlsx
9379612,SAND,,Tanker-LR2,115878,240.617,43.83,21.3,61303,35400,0,99.2,14.9,Ship Results (22).xlsx
9379624,FOSSIL,,Tanker-LR2,115760,0,43.83,21,61303,35400,0,99.2,14.9,Ship Results (22).xlsx
9379636,ABTIN 1,CV 1100 Plus,Containership-Regional Feeder,13760,0,23.28,11.5,9957,5032,16000,28,8.5,Ship Results (46).xlsx
9379648,POLLUX,Hakodate SH 32,Bulk Carrier-Large Handy,32017,167.76,0,13.7,19846,10514,42620,45.2,9.64,Ship Results (2).xlsx
9379650,AMIRA MARYANA,Hakodate SH 32,Bulk Carrier-Large Handy,32029,167.76,0,13.7,19846,10514,40904,45.1,9.64,Ship Results (2).xlsx
9379662,ESRA C,Hakodate SH 32,Bulk Carrier-Large Handy,33257,167.76,0,13.7,19825,11173,42620,45.2,9.92,Ship Results (2).xlsx
9379674,SOUL MERCY,Hakodate SH 32,Bulk Carrier-Large Handy,31922,167.76,0,13.7,19825,10514,42620,45.1,9.64,Ship Results (2).xlsx
9379686,FUGRO ETIVE,MT 6016 Mk II,,4149,0,19.744,7.7,4926,1477,0,0,6.3,Ship Results (57).xlsx
9379698,WENDY,,Tanker-VLCC,296481,317.58,60.04,29.7,156726,98937,0,178.5,21.5,Ship Results (17).xlsx
9379703,CUME,,Tanker-VLCC,296068,317.58,60.04,29.7,156726,98937,0,178.5,21.5,Ship Results (17).xlsx
9379715,NEW DRAGON,,Tanker-VLCC,296370,317.58,60.04,29.7,156726,98937,0,178.5,21.5,Ship Results (17).xlsx
9379727,NEW FRONTIER,,Tanker-VLCC,296349,317.58,60.04,29.7,156726,98937,0,178.5,21.5,Ship Results (17).xlsx
9379777,CHANG HANG HONG TU,,Tanker-MR2,45765,0,32.26,18.2,29578,12471,0,53.5,12,Ship Results (20).xlsx
9379789,CHANG HANG FENG CAI,,Tanker-MR2,45844,0,32.26,18.2,29578,12471,0,53.5,12,Ship Results (20).xlsx
9379791,CHANG HANG XIAN FENG,,Tanker-MR2,45849,0,32.26,18.2,29578,12471,0,53.5,12,Ship Results (20).xlsx
9379806,CHANG HANG KAI TUO,,Tanker-MR2,44999,0,32.26,18.2,29578,12471,0,53.5,11.9,Ship Results (20).xlsx
9379818,CAPELLA,,Tanker-MR2,45676,177.18,32.26,18.2,29578,12471,0,53.4,12,Ship Results (20).xlsx
9379844,MTM HAMBURG,,Tanker-Handy,20564,133.21,24.23,13.2,11585,6356,0,29.2,10.03,Ship Results (24).xlsx
9379856,EVER FELICITY,,"General Cargo 10,000-14,999dwt",13830,112.9,21.23,14.3,9589,4512,20843,22.1,9.32,Ship Results (41).xlsx
9379868,TRAWIND GLORY,,"General Cargo 10,000-14,999dwt",12005,112.9,21.226,14.3,9589,3725,20843,22.1,8.45,Ship Results (41).xlsx
9379870,MAR DE CALIFORNIA,,Bulk Carrier-Small Handy,17013,128.35,0,11.5,9961,5740,20318,27.5,8.54,Ship Results (9).xlsx
9379894,KISO,,Tanker-MR1,33641,162.83,26.63,16,19420,9793,0,40.9,11.316,Ship Results (21).xlsx
9379909,BOW HARMONY,,Tanker-MR1,33619,162.83,26.63,16,19444,9793,0,40.8,11.316,Ship Results (21).xlsx
9379911,SAGAMI,,Tanker-MR1,33614,162.83,26.63,16,19420,9793,0,40.9,11.32,Ship Results (21).xlsx
9379923,DONGBANG GIANT NO. 5,,,10884,125.96,0,8,10380,3114,0,0,4.528,Ship Results (54).xlsx
9379935,MAIPO RIVER,Bestway 32BCLog,Bulk Carrier-Large Handy,33420,0,28.4,14.1,20987,11681,42565,46,10.2,Ship Results (2).xlsx
9379959,ARGENT ASTER,,Tanker-MR1,35058,167.38,27.73,16,20517,9744,0,42,11.32,Ship Results (21).xlsx
9379961,TWERK,,Tanker-LR1,74269,220.88,32.271,20.6,41696,21778,0,67.2,14.317,Ship Results (23).xlsx
9379973,CYPRESS GALAXY,,Tanker-Handy,20758,141.2,24.226,12.85,12104,6665,0,30.5,9.731,Ship Results (24).xlsx
