Party_Name,Total_Tons,Record_Count
Compania Azucarera Salvadorena S.A,14314.0,2
Agente Aduanal Alfredo Ruelas Solis,14253.48,14
Psa Bdp Int Imp. Team,14250.0,1
Gci Communcation Corp.,14240.0,3
Industrias Correagua Sa,14204.619999999999,10
Banco De Reservas,14201.12,175
Ssab Detroit Sales Office,14111.61,347
"Moore Sales Co., Ltd.",14083.14,167
Doug Wirt Stone Products Lcc (Bci),14071.84,3
Linde Engineering North America,14034.869999999999,47
Universal Minerals International In,14030.0,2
Gm Overseas Distribution,14029.41,439
Benteler Steel Tube Mfg.,14024.37,11
Pollmeier Massivholz Gmb H& Co.Kg,14019.69,35
Metro Ports Bulk Terminals,14000.0,3
Mondelez Global Llc,14000.0,1
Traxys,13994.76,10
Pasha Stevedoring And Terminals,13984.63,73
Marubeni Transport Service Corp.,13904.439999999999,13
Fairway Lumber Co.,13879.74,40
Nissan Trading Corporation Americas,13805.28,38
A.N. Deringer Inc.,13758.73,22
Amports Freeport Terminal,13741.52,32
Lsc Communications,13737.31,81
Asi Co Heidtman Granite,13726.63,15
Koil Metals Llc,13626.84,52
Usina Central Olho D'agua S A,13592.0,2
Clarendon Alumina Production Ltd.,13500.0,2
Whilhemsen Ship Services,13496.0,1552
Liebherr Australia (Pty) ) Ltd.,13423.77,138
R W. Smith & Co Inc.,13404.0,4
Bruderer Machinery,13388.44,52
Haulotte Us,13363.75,105
Gw Global Trade Inc.,13358.619999999999,23
Als America Inc.,13333.67,44
Everett Goodrich Trucking,13331.08,2
Stericycle,13317.4,316
Bdp International Basf Imp.,13299.0,6
New Castle Stainless Plate Llc,13255.35,74
Volvo Cars Of Canada Corp.,13210.07,23
Flour Mills Nigeria,13200.0,1
Simmons Grain Co.,13195.36,1
Bmw China Automotive Trading Ltd.,13168.78,60
Nippon Chemical Texas Inc.,13160.56,12
Industria La Popular S.A.,13128.38,52
Pacific Trellis Fruit,13100.83,230
Nippon Steel Trading America,13099.6,6
Jd Fields And Co. Inc. Tx,13071.88,30
Usina Serra Grande S A,13050.0,3
Volkswagen Canada Inc.,13023.76,12
Gma Garnet (Pty) ) Ltd.,13002.0,1
Turkiye Petrolleri A.O.,12969.58,2
Ohio Coatings,12968.02,38
Sierra Produce,12963.86,307
Gadiv,12937.42,28
Nissan Do Brasil Automoveis Ltda,12925.8,365
Jgc Kiewit Joint Venture,12909.75,35
Bgn Int Dmcc,12901.82,3
Grupo Ferrocarrilero Del Sureste S.,12861.67,1
Aramco Trading Sing,12860.0,2
John A. Steer Co.,12860.0,2
New Zealand Kiwi Holdings Inc.,12842.91,286
Holcim Us Inc.,12837.99,3
Liebherr Nenzing Crane Co.,12815.75,83
Holcim,12800.0,1
Compania Electro Metalurgica S.A.,12774.21,5
Kullik Usa Corp.,12761.7,11
Daido Steel (America),12757.8,44
Olam Americas 2077 Convention,12732.8,57
The Reynolds Co.,12708.28,22
Mcneilus Steel Inc.,12705.17,102
Peckham Asphalt Resale Corp.,12700.6,1
Metal One America Inc.,12693.22,8
Banque Cantonale Geneve,12675.26,2
Makino,12631.19,445
Macs Maritime Carrier Shipping Llc,12580.58,28
Sdb Trade International Lp,12524.5,47
Liebherr Mexico S De Rl De C.V.,12515.53,112
New England Steamship Agents Inc.,12512.64,11
Tampa Port Servives Llc,12504.48,1
Hf Sinclair Refining & Marketin,12500.0,1
"Xiamen C And D Commodity Trading Co., Ltd.",12498.66,4
Knightsbridge Internationa,12494.92,22
To Plesa Anahuac Y Cias S.A De C.V.,12475.19,8
Acier Wirth Steel,12475.12,6
Ag Source Dmcc,12472.43,38
Fedex Trade Networks,12448.32,138
Electa Trading Sa,12446.4,46
Lift Source Machinery Ltd.,12439.56,62
Kraton Corp.,12438.060000000001,7
Intsel Steel Distributors,12423.85,9
Sany America Inc.,12412.49,118
Mssc Canada,12411.54,13
Industries Tech Services Inc.,12406.85,131
Geodis The Navy Yard 5101 S.,12395.29,11
Anadarko,12384.21,232
Flexometal Sa De Cv,12374.79,17
Hanwa American Corp. Los Angeles Br,12365.74,71
Extap,12346.89,1
Saginaw Us Paving,12257.48,3
Noble Corp.,12180.279999999999,120
Tenaris Global Services,12175.82,45
Exxon,12162.0,4
Produccion Rhi Mexico S De Rl De Cv,12150.96,7
Cit Northridge Llc,12136.900000000001,2
Chemtrade Electrochem Inc.,12105.44,4
Chemtall Inc.,12098.0,4
Spectra Resources Corp.,12065.79,80
Ippolito Fruit & Produce Ltd.,12062.5,21
Perez Trading Co.,12032.0,12
Barraza Y Cia S A,12024.0,4
Baker Hughes Operations,12016.0,1
Oversea Chinese,12005.0,3
Chemours International Operations,12002.1,1
Bognar And Co. Inc.,12000.0,8
Klabin Forest Products Co.,12000.0,4
Halliburton,12000.0,1
Bp Wood,11999.81,28
Ta 2000,11992.14,2
Nam Kim Steel Joint,11981.85,39
Indorama Ventures Xylenes & Pta Llc,11958.78,1
Tampa Juice Service Inc.,11891.0,8
Inter Papier North America Inc.,11889.82,21
Le Commodities Llc,11883.86,9
Mjb Wood Group Inc.,11875.31,129
Carbo Ceramics,11862.32,2
Aceros Fercom Rar Sa De Cv,11853.21,36
Seald Sweet International,11852.31,96
Tam Steel Sa De Cv,11840.880000000001,2
Steel Warehouse Mexico S. De R.L.,11796.68,11
Techno Steel Processing De Mexico,11783.28,13
Cj International,11779.18,4
Lorenzo Acierno Milchorena,11771.23,40
Zili Usa Llc,11765.94,18
Plastiglas De Mexico S.A. De C.V.,11748.54,6
Odfjell Terminals,11721.44,14
Bmw Group Japan,11709.58,20
L'oreal Usa Products Inc.,11697.46,854
Royal Bank Of Canada,11677.64,7
Smit Transformer Sales Inc.,11661.15,139
Trade Xcelerators,11651.0,7
To Ordeca Indosuez (Switzerland) Sa,11633.0,4
General Motor S Llc Car E Of Tr,11602.86,14
Chrysler Corp. Stamping Pl,11594.91,244
Contanda Terminals Llc,11590.02,2
Shell Eastern Trading,11576.87,5
Sixgen Trading Co.,11532.88,6
Dueno Del Mar Woodward Group,11528.31,55
M&G Manage,11517.73,9
Aerovolte S.A. De C.V.,11502.7,1
Pt Sinar Mas,11500.0,12
Transglobe Energy Llc,11476.0,6
Amada America Inc.,11459.13,735
Bcge,11453.5,8
Revolution Wind Llc,11441.06,6
Caterpillar Baltimore Product Distr,11428.74,70
Hanwha Q Cells Usa,11410.92,23
Tesoro Mexico Supply And Marketing,11376.94,1
Sarens Projects Usa Llc,11326.54,10
Icl Performance Products Lp,11253.68,3
Huileries Haitiennes Sa,11252.84,16
Trans Overseas Corp.,11232.91,54
Cliff Berry Env Miami,11232.02,83
Fairway Lumber Co Inc. Dba,11170.66,43
Hoa Sen Group,11163.720000000001,31
Dow Europe Gmb H Plant F392,11128.1,10
Sanyo Special Steel Mfg.,11116.65,14
Exanco Sac,11074.54,3
Imerys Refractory Minerals Usa,11073.779999999999,2
Komatsu Ltd.,11053.4,440
Fisker Inc.,11030.02,38
Hanwha International Llc.,11017.32,8
Hexion Inc.,11015.15,11
Kraton Corporation,11008.46,6
Solijitz Corp.,11002.56,2
Traxys North America Llc And Samuel,11000.64,1
Schnitzer Steel Inc. Dba Radius,11000.0,2
Consorcio Azucarero De,11000.0,1
Italiana Coke Srl,10999.44,2
Rothfos Corporation,10993.22,144
Automobili Lamborghini America Llc,10989.65,291
Hd Hyundai Electric America Corp.,10981.07,110
Granexport Mfg. Co.Rp,10977.15,3
M.F. Wirth Rail Corp.,10973.43,183
Asia Symbol (Shandong) Pulp And,10959.32,8
Us Paving And Stone,10946.0,2
Methanex Corp.,10935.58,4
Shinhan Bank,10903.57,19
David Oppenheimer Co.,10882.51,264
"Histeel Co., Ltd.",10881.76,82
Compo Expert Mexico S.A. De C.V.,10871.82,4
Kalmar Usa Inc.,10841.66,333
Hermis Trading Llc,10835.2,44
Manitou North America Inc.,10834.55,312
Ineos Us Chemical Companay,10801.0,2
Imperial Oil Ltd.,10800.0,1
Star Vista Live,10779.699999999999,11
Arcor S.A.I.C.,10764.79,3
Associated Asphalt Marketing Llc,10762.0,1
Panasonic Energy Corp. Of,10751.18,68
Dynapac North America Llc,10735.13,109
Acero De Leeco S De Rl De Cv,10733.050000000001,20
Bnp,10719.26,2
Asso Subsea Single Member S.A. Thesi Kalympaki 19200 Elefsina Signatory,10713.0,1
Mitsubishi Motors De Mexico Sa De Cv,10709.06,42
Interstate Asphalt Inc.,10704.8,2
Pankaboard Oy Balterm Llc,10694.85,48
Michigan Metal Importers,10689.53,54
Sim Tex L.P.,10639.939999999999,4
Roser Customs Service,10637.89,30
Union Carbide Corp.,10609.130000000001,6
Reworld,10599.5,50
Brown,10575.93,4
Pacific Steel Sales Corp.,10570.03,72
Prco America Inc.,10536.67,12
Global Partners Lp,10526.0,2
Univar Usa Inc.,10498.0,2
Pt Intibenua Perkasatama,10496.45,4
Parker And Co.,10486.07,11
Marubeni Itochu Steel Canada Inc.,10452.07,108
Volvo Construction Equipment Na,10421.0,82
Polaris Engineering Inc.,10420.0,6
Raizen Energia S.A.,10400.0,4
Porsche Cars Australia P L,10340.04,71
Utc Overseas S.A.,10289.58,1
Yokohama Tire Mfg.,10287.05,106
Impulsora Azucar,10280.619999999999,2
Carribex S.A.,10262.24,30
Davao Bay Coconut,10239.45,4
Trinidad Cement Ltd.,10234.0,2
Citroen Chile S.A.C.,10231.1,62
Benimex S.A. De C.V.,10216.93,37
Midamerican Energy,10214.04,12
Pennzoil Quaker,10210.36,4
Flexport 12121 Bluff,10208.2,5
Fina Llc,10204.0,2
Maersk Oil Trading And Investments,10200.0,2
Indorama Ventures Europe B.V.,10198.28,2
Baoshan Iron & Steel Co.,10196.8,1
Colonial Oil Industries,10190.0,1
Arkema Inc.,10184.45,11
Feed Products,10130.4,2
Usina De Acucar Santa,10123.06,2
Power Electronics Usa In,10115.67,62
Bradford White Corp.,10110.99,35
Proteinas Y Oleicos Sa De Cv,10101.32,4
Del Monte Fresh Produce Na Inc.,10097.44,44
Arabian Automobiles Co.,10084.83,124
Compania Industrial Azucar,10062.0,2
Cobank Acb,10057.0,2
Direct Delivery Logistics & Supply,10056.35,63
Balterm,10050.72,38
Jp Steel International Inc.,10045.85,77
Prime Tech Precision Inc.,10038.0,2
Psa Bdp International Imp. Team,10030.0,2
Montreal Management Consultants Est,10022.0,1
Irpex International Ltd. 261,10018.59,1
"R H Curry & Co., Ltd.",10014.94,68
"Neste Singapore Pte., Ltd.",10000.02,2
Hangzhou Huajin Imp. Exp. Co.,10000.0,6
Nava Ltd.,10000.0,2
Inv,10000.0,1
Miriri Alimentos E Bioener,10000.0,2
Pt Sari,9999.84,2
Pt . Kutai Refinery,9999.64,2
Wilmar Oleo Nor,9999.46,2
Bunge,9999.17,1
Jp Morgan Ventures,9995.68,8
Banco Agricola,9995.52,1
Citigroup Energy Inc.,9994.92,6
Randall Metals Corp.,9991.9,175
Shell International Tradin,9982.0,1
East Coast Warehouse,9980.05,13
Evergreen Chemical Inc.,9972.04,11
Accural Co. Llc,9970.8,4
Huron Stone And Materials Inc.,9968.91,1
Lm Wind Power A S,9968.17,13
Negotiable Boyd Sta,9954.720000000001,3
T A 2000 S.A. De C.V Carretera Fed.,9954.36,1
Sumec Technology And,9934.51,4
Aceros Del Toro S.A. De C.V.,9922.0,6
Jy Steel,9914.240000000002,4
Incitec Pivot Ltd.,9907.0,1
Meever Usa,9885.16,4
Edro Speciality Steels,9884.6,34
Fedex Trade Networks Transport & Br,9874.7,82
Hydro Aluminum Metals Usa Llc,9839.62,4
Lafayette Steel Aluminum,9806.58,35
Millerand Co. Llc.,9800.0,3
Keb Hana La,9790.53,15
Siemens Energy Inc. Transmission,9770.699999999999,77
Metal One De Mexico S.A. De C.V.,9768.1,12
Bank Leumi Usa,9713.19,42
Weatherford Artificial Lift Systems,9645.01,15
Bluescope Temescal,9618.779999999999,8
T A 2 Ooo Sa De Cv,9616.25,1
Crown Cork Seal (Crawfordsville),9602.19,61
Great Champ Trading Ltd. Unit 6,9564.92,6
Ineos Usa Llc,9507.06,2
Fca Fiat Chrysler Auto Brasil Ltda,9502.060000000001,52
Aceros Y Overollings Demexico Sa D,9499.74,2
Cass Information Systems Caterpill,9490.04,306
Galv Tech,9488.88,20
Pgm Quimicos S. De Rl De Cv,9485.0,5
Border Brokersa A A A A A A A A A A,9476.34,3
Santo Domingo Motors Co. C. Po,9452.88,197
Stellantis Chile Sa,9451.32,34
Impulsora Tlaxcalteca De Industrias,9441.52,2
Tts Teconja Tci Shipping North,9435.3,6
"Hankuk Paper Mfg. Co., Ltd.",9419.48,12
Claas Of America Inc.,9410.41,201
Bunge North America,9405.57,7
Pgs Usa Llc,9394.42,18
Liebherr Canada,9358.48,119
Allied Cement Llc,9350.0,1
"Husteel Canada Co., Ltd.",9348.4,16
To The Orer Of Sol Puerto Rico,9257.640000000001,3
Fedextradenetworks,9244.31,39
Beacon Offshore,9236.32,15
Norton Lilly International,9203.36,240
European Motor Distributors Ltd.,9192.35,86
Molycop Canada,9180.18,2
Albemarle Corp.,9145.02,3
Viamar S.A.,9142.64,112
Borusan Mannesmann Pipe Us Inc.,9141.74,2
Iluka Resources Ltd.,9110.1,2
Tenaris Global Services Usa West,9096.76,24
"To Shell Eastern Trading Pte., Ltd.",9060.93,8
Federal Marine Terminals Inc.,9039.14,4
Kemira Water Solutions,9038.64,2
Samuel Shapiro Customs Brokers,9020.32,5
Summit Produce Inc.,9010.6,156
Elkem Materials Inc.,9006.08,4
Alcoeste Bioenergia Fernandopolis,9000.0,2
Inter Chem,9000.0,2
Agroindustrias Del Balsas Sa De Cv,9000.0,1
Sitka Ready Mix & Rental Equip,9000.0,1
Pro Mdf S.A.P.I De C.V.,8999.82,3
Birla Carbo,8997.96,5
Comco Pipe & Supply Co.,8983.2,3
Kubota Tractor Corp.,8981.61,100
Danieli Corporation,8979.6,75
Mi Metal Processing Mexicana Sa De,8973.12,42
The Techs Industries Inc.,8970.66,22
J.P. Morgan Chase Bank,8970.29,1
Neste Suisse,8964.0,1
Honda Trading De Mexico Sa De Cv,8962.04,28
Bredro Shaw Mexico Sa De Cv,8953.66,6
Eew Steel Trading Llc,8932.199999999999,27
Cn Customs Brokerage Services,8929.0,1
Galvatubing Sa De Cv,8927.88,1
Sun Fresh Exp. Llc,8899.84,134
3805 West Chester Pike,8876.4,2
Siempelkamp Ltd. Partnership,8864.199999999999,30
C&D Material Inc.,8857.31,19
Leeco Steel Llc,8845.59,23
Alcantara & Sons Logistics Corp.,8843.84,1
Us Chemland Inc.,8840.93,42
C.I. Acepalma S.A.,8826.57,8
Ep Steel America Inc.,8819.14,4
Engel Machinery Inc.,8801.01,172
Expeditors St Louis,8798.32,2
Vibra Trading Bv,8791.73,1
Societe Gen. Paris Zurich,8782.0,2
Wirth Steel A Gene,8755.04,16
L H Battery Co. Inc.,8751.22,60
Acme Hardesty Co.,8700.94,15
Wtec Energy Innovation,8681.740000000002,4
Bin Hamoodah Trading & General Srvc,8672.52,82
Ubs Switz Ag Lugano,8667.37,4
"Kukje Steel Co., Ltd.",8635.82,56
Nexans France,8633.5,18
Bobst North America Inc.,8600.93,178
Technip Stone & Webster Process,8599.89,14
Airbus America Inc.,8597.47,37
Ovako North America Inc.,8591.45,102
Commodities Management Corp.,8582.47,22
Samsung Ct America Inc.,8556.1,23
Aceromex Grupo Industrial Sa De Cv,8552.75,19
Teleos Ag Solutions Inc.,8521.36,10
Nissan Saudi Arabia Co.,8512.44,129
Artemyn Canada Inc.,8505.0,1
Hico America Sales & Tech Inc.,8502.33,54
Comexport Trading Comercio,8498.49,81
Cashton Farm Supply Ltd.,8493.960000000001,5
Meritor Inc.,8492.210000000001,29
Hsbc Continental Europe Sa,8487.0,2
Sddc 842 Nd Transportation Division,8438.66,130
Metal One America Inc. 281 588 6500,8426.74,5
Mitsui & Co Cnada Ltd. Head Office,8408.42,2
Gazi Metal Mamulleri San .Ve Tic,8401.82,2
Pt . Pacrim Nusantara Lestari Foods,8400.0,6
Saginaw Bv Dock,8400.0,1
To China Faw Group Imp.,8378.41,64
Centurion Lumber,8375.880000000001,6
Ube Machinery Inc.,8360.11,94
Global Forming Technologies Ltd.,8349.73,89
Mcnairn Packaging Inc.,8340.42,63
Porsche (China) Motors Ltd.,8323.28,93
Casa De Aduanas Mendoza Sc. Rfc.,8322.04,37
A.A. Guillermo Woodward Rojas,8317.66,12
Southern Chemical Corp.,8309.0,1
Nextera Energy Constructions Llc,8308.0,10
Kzjv Llc,8306.16,36
Syncrude Canada Ltd.,8265.18,2
Apm Terminals,8260.58,8
Northwest Forest Link Corp.,8256.43,35
Rabobank Bv,8211.83,14
Usina Alto Alegre Sa,8200.0,2
Cliff Berry Inc. Enviornmental Servi,8192.8,33
Shandong Lancheng,8172.0,2
Ferroglobe Spain Metals S.A.,8138.21,5
Crv Industrial Ltda,8117.75,2
Sonoco Metal Packaging (Canton),8087.36,19
J.M.Huber Corp.,8085.64,1
Washington Mills Electro Minerals C,8048.13,7
Fullen Dock & Warehouse,8044.25,5
Gac North America,8042.179999999999,30
Galperti Inc.,8033.280000000001,6
Edmonton Steel Plate Ltd.,8030.99,12
Por Asignar,8023.780000000001,4
Dantzler Inc.,8021.53,42
Industrializadora De Estructuras Y,8019.28,15
Sylvite Llc,8005.0,4
E.C.Levy Co. Detroit,8000.0,1
Pt Pelita Agung Agrindustri,8000.0,4
Renewable Biofuels Port Neches Llc,7999.6,2
Neste Usa Inc.,7999.38,2
Ubs Switzerland Ltd.,7995.4400000000005,20
Arboris,7994.0,2
Jaguar Land Rover Mexico S.A. De C,7977.01,84
Cts Cement Mfg. Corp.,7967.0,1
Fairway Lumber Co. Inc.,7964.07,7
Nexans Norway As,7954.3099999999995,7
Meritor Heavy Vehicle Systems Llc,7940.62,19
"Hong Kong Paper Sources Co., Ltd.",7923.16,8
Aarti Usa Inc.,7879.0,12
Byd America Llc,7872.26,17
Skryker Fuels Llc,7868.64,2
Ge Renewable Us Llc,7868.56,29
Lyman Steel Co.,7848.17,17
"Magical Cruise Co., Ltd.",7847.66,7928
Lotus Cars Usa Inc.,7845.4,135
Grupo Mecasa Plus Sa De Cv,7842.17,2
Scotiabank,7839.95,54
Asturiana De Z Inc. Sau,7838.76,2
Ferromac International Nv,7838.33,5
Glencore Ltd. Att Sylvia Malone,7809.76,4
Can Am Minerals,7800.0,1
Subsea 7,7741.04,68
Adnoc,7733.52,4
Shibaura Machine Co. America,7728.46,177
Touton Usa,7724.72,40
Dodaac W5081 A Hhc 2 D Brigade Comb,7717.96,2
Central Dispatch Inc.,7685.64,108
Central Motzorongo,7672.0,2
Credit Agricole,7648.0,2
Ineos Phenol Inc.,7629.08,4
Heerema Offshore Services Us,7623.61,14
Temsa North America Inc.,7605.36,64
Worldventure Comm,7600.0,6
Mewaholeo Industries Sdn Bhd,7600.0,8
Xcmg North America Corp.,7585.28,60
Isuzu Motors De Mexico S.De R.L.,7576.14,39
Tpe Steel Pipe Llc,7570.48,14
Histeel Pipe & Tube Inc.,7540.01,71
Boscus Canada Inc. Boscus Canada Inc.,7538.94,10
Trinity Av. Perime,7526.04,36
Ge Prolec Transformers Inc.,7510.33,24
Technipfmc Usa Inc.,7508.48,36
Magris Talc Usa Inc.,7502.06,1
Tokai Carbon Ge Llc,7500.1,3
Port Liberty Bayonne Llc,7495.63,2
Feralloy Processing Co.,7487.99,36
Cosco Logistics,7440.0,24
Comexport Trading Comercio Exterior,7426.44,111
Sooner Pipe Llc,7413.42,18
Myers Container Llc,7397.780000000001,8
Castleton Commodities Merchant,7375.0,2
Fortacero Sa De Cv Mexico,7372.4800000000005,8
Bomag Americas Inc.,7341.84,242
T.C.,7301.06,2
Xiaoxian Kangdeli Grease Tech,7286.0,3
Clean Water Of New York,7272.05,156
Gemsa Enterprises Llc,7265.14,75
Intergulf Corp. Circon,7264.86,20
Central Azucarero De Alanj,7250.0,1
Prime Materials Recovery,7227.61,19
Waterway Ag Incq,7212.13,1
Dacotrans De Centroamerica Sa,7206.58,8
Ineos Styrolution Mexicana Sa De Cv,7184.84,11
O'neal Manufactuaring Services,7169.52,35
Dow Europe Gmb H,7165.46,4
Kana Energy Services Inc.,7145.099999999999,16
Kraton Chemicals Llc,7144.4,4
Eurenco Additives Inc.,7141.26,3
Pcs Sales,7140.97,1
Jac Vandenberg Inc.,7121.06,208
1 Marubeni Itochu Steel America In,7117.96,22
Vibrantz Erachem Mexico S.A. De,7100.0,2
Honda Trading De Mexico S.A. De C.V,7089.700000000001,37
Claas Omaha Inc.,7085.98,288
Sixthman Llc,7024.38,43
Resco Products Inc.,7014.0,4
Corporacion Nacional Del Cobre De Chile,7013.62,8
Rx Texus Inc.,7000.0,1
La Farge Cleveland,6985.33,1
Quimica Delta Sa De Cv,6965.639999999999,4
Veryone Inc.,6958.110000000001,3
Ocisa Sp A,6930.47,3
Aston Martin Lagonda Of North Ameri,6908.5,192
Aluminio De Baja California,6893.53,12
Ajax Asphalt Terminal,6847.44,2
"Smb Kenzai Co., Ltd.",6836.08,4
Esmark Steel Group Midwest Llc,6833.3099999999995,33
Ica Fluor Daniel S. De R.L. De C.V,6758.18,49
Ch.Daudruy Van Cauwenberghe & Fils,6747.59,33
Duferco Steel Llc,6720.88,6
Unicredit,6698.360000000001,2
T.A. America Corp.,6696.5199999999995,14
Korea Development,6690.21,15
American Honda Motor Co Inc.,6665.39,19
Liugong Construction Machinery,6649.3,51
Khuff Gen. Tranding And Cont. Co.,6645.8,2
Drolamina Y Tubo Sa De Cv,6644.77,8
Air Products And Chemicals Inc.,6637.42,32
Quimica Industrial Montalvo Aguilar Quimasa S.A.,6632.62,12
Golden Agri Resources Usa Inc.,6598.84,7
Seadrill,6596.5,260
Tenaris Global Services Norway,6581.21,7
Silgan Containers Menomonee Falls,6575.11,13
General Cocoa Co.,6575.0,33
Volkswagen Of America Inc.,6549.92,40
Ticona Llc Hna Fortron,6546.0,4
Toyotamotor Sales Usa Inc.,6469.58,6
Esj Sa De Cv,6449.42,11
Hug Steel Group,6445.61,45
Swift Oilfield Supply,6443.25,15
Hithium Energy Storage Technology,6440.0,22
Kama For Coating And Mfg.,6431.0,13
Sumitomo Deutschland Gmb H,6417.400000000001,5
Global Trade,6401.25,19
Tennessee Alloys Co.,6396.700000000001,4
Ajusteel Usa Inc.,6368.32,24
Air Products Canada Ltd.,6349.84,55
Co. A Cervecera De Puerto Rico,6341.09,37
Consorcio Azucarero De Empresas,6333.0,1
Honda Trading America Corporation,6325.93,20
0082 Ar Hq Div Hq And Hq B,6320.31,3
Ashdod Refinery Std,6313.67,1
Ieoc Production Bv Egypt Branch,6300.3,2
Universal Minerals Internation,6300.0,1
Al Masaood Automobiles,6290.23,66
Kraton Chemical Llc Co Colonial,6278.28,2
Summit Packaging Systems Inc.,6272.88,27
Master Pipe Distribution Co.,6260.95,23
Rvda (Pty) ) Ltd.,6224.94,51
Miracero Sa De Cv,6204.12,6
Bunge Alimentos Sa,6200.0,7
Stigterstaal Canada Inc.,6194.54,4
Intergulf Corp.,6190.64,106
Bredero Shaw Mexico S A De C V,6188.02,2
Aceros Vs Sa De Cv,6166.83,37
Order Atvos Bioenergia Conquista,6148.76,2
W45 Erf 0133 Fa Bn 04 Bty A0 Rear De,6148.0,4
Samwoo America Inc.,6128.92,10
Material Resistente Al Desgaste Tgp,6121.71,2
Pmi Av. Marina Nacional 329,6120.0,1
Krone Na Inc.,6115.66,144
Kraton Chemical Llc Care Off,6105.84,2
Krauss Maffei Corp.,6099.18,94
Aluchemof Little Rovk Llc,6090.13,1
Royal Canadian Steel Inc.,6071.4400000000005,4
Llog Exploration Offshore Llc,6067.26,2
Shivom Jay Steels International Llc,6065.8,21
Kuraray America Inc.,6062.59,7
Stolthaven Terminals Division,6036.7,6
Beneteau America,6035.3,896
Mintech International Inc.,6024.0,5
Raizen Caarapo Acucar E Alcool Ltda,6018.88,2
Am Fresh North America,6014.55,145
Aripeka Wood,6012.31,30
Meichem Co.,6007.5,3
Arzyz Industrias Sa De Cv,6004.66,10
Eneos Corportaion,6002.0,1
New Asia Oil Inc.,6001.7,2
Philippine International,6000.26,2
Sylvite Agri Services Ltd.,6000.0,1
Oswego Port Authority,6000.0,1
Cargill Oil Mills Philippines Inc.,6000.0,6
Pt Agro Makmur Raya,5999.8,2
Ineos Phenol,5974.0,4
Asr Group Commod Us Llc,5964.0,1
2782759 Ontario Inc.,5956.22,27
Cruzan Viril Ltd.,5929.09,2
Boe Exploration And Production Llc,5925.98,2
Dayka & Hackett Llc,5917.49,179
Tournament Event Logistics,5901.9,2
Pt Pelita,5900.0,3
Allan Myers Materials Md Inc.,5896.71,1
Southern Recycling,5896.2699999999995,3
Soluciones Mimex S De Rl De Cv,5848.0,3
Miracero S.A. De C.V.,5847.039999999999,4
Roadrunner Solar,5842.780000000001,3
"Sheng Yu Steel Co., Ltd.",5841.42,39
Valley National Bank,5835.98,7
Sorin Corp.,5824.28,10
Pacifica Piling Ltd.,5818.4,10
North American Pipe & Steel Inc.,5811.78,8
Acero Prime S. De R.L. De C.V. Eje,5811.76,4
Tay Nam Steel,5811.5599999999995,5
Stericycle Enviromental,5797.0,190
Ferrecabsa S.A. De C.V.,5784.07,11
Rh Procurement Llc,5757.0,8
Stellantis Chile S A,5751.08,22
Pt . Timuraya Tunggal,5751.0,1
0003 In Hhc 04,5747.24,10
Apm Terminals North America Inc.,5738.14,1
Grapeman Farms,5733.33,145
New Holland Hft Japan Inc.,5725.51,59
Lbct,5723.38,1
Dufry Cruise Services,5720.139999999999,123
Sandvik Mining & Rock Technology,5708.62,141
Cartwheel Bess Llc,5704.0,2
Eton,5703.95,1
Bank Of China Singapore,5703.0,5
Qssc S.A. De C.V. Av. Industria De,5692.16,16
Us Venture Rogers City,5680.0,2
William H Kopke Jr Inc.,5674.49,82
Tosoh Specialty Chemicals Usa Inc.,5672.2,291
Scania Comercial S.A De C.V,5669.84,45
Sbrocco International Inc.,5644.34,107
Hyundai Corp. Usa,5641.28,36
Cn Customs Brokerage Services Inc.,5640.36,20
General Dynamics Nassco,5629.679999999999,10
Basrah Oil Co. Of The Iraqi Min,5626.92,2
Deacero Sa De Cv,5617.650000000001,16
Trading And Marketing Inc.,5612.0,2
Pinnacle Machine Holdings,5599.76,12
"Daimler South East Asia Pte., Ltd.",5591.32,67
Ford Werke Gmb H,5584.54,71
Abc Bus Inc.,5579.04,45
Transportation Services,5579.0,1
Maxcem Bermuda Ltd.,5576.68,1
Molinos Del Ozama C. Por A.,5576.0,1
Fortune Electric America Inc.,5568.66,38
Joy Global Surface Mining Inc.,5554.49,28
G.K. Imp. Exp.,5552.0,6
Ferre Barniedo S.A. De C.V.,5548.38,7
Metso Usa Inc. Cap Equip,5528.88,168
Galvaprime Sa De Cv,5527.3,17
Aceros De America Inc.,5522.8,3
Kathryn Brock Nashtec Llc,5510.77,1
Access World Brownsville,5510.0,1
Sunbelt Group L.P.,5496.499999999999,4
Gemeral Maritime & Logistics Agency,5491.16,6
Sea Shipping Line,5465.53,69
Ingenio El Molino S.A. De C.V.,5458.0,1
Okaya (Usa.) Tx,5454.54,2
Banque,5446.4,8
J.Ray Mcdermott De Mexico,5425.74,3
Lg Energy Solution Michigan Inc.,5420.42,36
Hydrema Us. Inc.,5399.92,155
Edie Byrne Account Representative,5396.98,2
Servco Subaru Inc.,5386.28,39
Arkema Inc. Thiochemicals F.A.O. Qu,5379.38,6
Everglades Waste Removal,5377.79,142
Hartree Metallia Lp,5349.68,44
Grupo Especializado Aduanal De Mexi,5347.639999999999,32
The Hmc Group Marketing Inc.,5337.94,90
China Steel Corporation,5335.76,20
Manufacturas Metalicas Ajax Sa,5326.74,3
Asi Co Voss Taylor Mi,5326.42,1
Yokohama Tire Corp.,5314.74,55
